Nombre,Avg_viewers,Time_streamed,All_time_peak_viewers,Hours_watched,Rank,Followers_gained,Total_followers,Total_views,Enlace
Pericoalter,218.0,6.3,1094.0,1400.0,22523,6.0,5100.0,0.0,https://twitchtracker.com/pericoalter
Malcaidecr,138.0,43.3,4608.0,6000.0,22527,-115.0,183000.0,2400000.0,https://twitchtracker.com/malcaidecr
Micra,89.0,98.0,10338.0,8700.0,22554,227.0,59600.0,0.0,https://twitchtracker.com/micra
Lecpkim,93.0,91.8,2316.0,8500.0,22562,66.0,85700.0,0.0,https://twitchtracker.com/lecpkim
Afychan,106.0,73.6,3321.0,7800.0,22563,7.0,40300.0,1070000.0,https://twitchtracker.com/afychan
Skittelzzs,200.0,11.8,1913.0,2400.0,22577,-16.0,24600.0,0.0,https://twitchtracker.com/skittelzzs
Fiireh,87.0,101.5,1855.0,8800.0,22595,120.0,14300.0,0.0,https://twitchtracker.com/fiireh
Bunnyblasty,106.0,72.7,894.0,7700.0,22599,132.0,10400.0,0.0,https://twitchtracker.com/bunnyblasty
Krykov4,210.0,8.5,490.0,1800.0,22604,1.0,25100.0,0.0,https://twitchtracker.com/krykov4
Chiser_02,221.0,5.1,690.0,1100.0,22632,6.0,107.0,0.0,https://twitchtracker.com/chiser_02
Paulaquintela,108.0,70.4,2201.0,7600.0,22652,-19900.0,29000.0,0.0,https://twitchtracker.com/paulaquintela
Iamsandramg,65.0,154.8,1406.0,10000.0,22666,314.0,33800.0,223000.0,https://twitchtracker.com/iamsandramg
Minibaeee,105.0,73.5,3725.0,7700.0,22679,298.0,41300.0,0.0,https://twitchtracker.com/minibaeee
Xilekira,69.0,141.3,416.0,9800.0,22683,127.0,9600.0,0.0,https://twitchtracker.com/xilekira
Speekth,206.0,9.3,4118.0,1900.0,22721,-50.0,49000.0,460000.0,https://twitchtracker.com/speekth
Asl96_tv,105.0,73.2,1030.0,7700.0,22743,54.0,8800.0,0.0,https://twitchtracker.com/asl96_tv
Kngmatii,83.0,107.3,734.0,9000.0,22747,130.0,18400.0,0.0,https://twitchtracker.com/kngmatii
Botlextv,22.0,574.9,39.0,12400.0,22760,14.0,379.0,0.0,https://twitchtracker.com/botlextv
Superbichoz,100.0,79.4,450.0,8000.0,22762,3500.0,5700.0,0.0,https://twitchtracker.com/superbichoz
Scarlet_4k,211.0,7.6,1201.0,1600.0,22769,21.0,389.0,0.0,https://twitchtracker.com/scarlet_4k
Leiasmile,68.0,144.8,2768.0,9800.0,22773,182.0,21100.0,0.0,https://twitchtracker.com/leiasmile
Tiomachin,185.0,16.6,282.0,3100.0,22798,89.0,5200.0,0.0,https://twitchtracker.com/tiomachin
Blessedfnk,28.0,430.7,67.0,12100.0,22809,113.0,1900.0,0.0,https://twitchtracker.com/blessedfnk
Realitymas,27.0,446.2,435.0,12100.0,22815,168.0,389.0,0.0,https://twitchtracker.com/realitymas
El_mata69,117.0,59.5,3243.0,6900.0,22827,203.0,15000.0,0.0,https://twitchtracker.com/el_mata69
Ikarogatari8b,56.0,185.1,75.0,10400.0,22869,32.0,175.0,0.0,https://twitchtracker.com/ikarogatari8b
Sakura_ayane,103.0,74.8,2119.0,7700.0,22874,62.0,32200.000000000004,0.0,https://twitchtracker.com/sakura_ayane
Donarnoldo1,147.0,35.2,441.0,5200.0,22889,5.0,135.0,0.0,https://twitchtracker.com/donarnoldo1
Uncle_quick,152.0,32.1,583.0,4900.0,22897,268.0,31800.0,0.0,https://twitchtracker.com/uncle_quick
Javilon_golfriends,54.0,192.8,223.0,10500.0,22925,290.0,2700.0,0.0,https://twitchtracker.com/javilon_golfriends
Universodelreality_0,84.0,103.8,177.0,8800.0,22954,160.0,752.0,0.0,https://twitchtracker.com/universodelreality_0
Punkmacarroni,185.0,15.9,4869.0,2900.0,22975,218.0,114000.0,388000.0,https://twitchtracker.com/punkmacarroni
Boluqueens,168.0,23.3,532.0,3900.0,22978,202.0,8600.0,0.0,https://twitchtracker.com/boluqueens
Efias,74.0,124.5,2413.0,9300.0,23007,521.0,2600.0,0.0,https://twitchtracker.com/efias
Cobay4tv,70.0,136.4,332.0,9500.0,23008,2200.0,7300.0,0.0,https://twitchtracker.com/cobay4tv
Sergiopr0,102.0,75.4,2845.0,7700.0,23011,120.0,17600.0,0.0,https://twitchtracker.com/sergiopr0
Elicegameplay,57.0,178.8,4264.0,10200.0,23014,402.0,12300.0,0.0,https://twitchtracker.com/elicegameplay
Sinvidatv,22.0,568.4,55.0,12200.0,23015,212.0,586.0,0.0,https://twitchtracker.com/sinvidatv
Pandroarkhanotv,77.0,117.2,449.0,9100.0,23071,241.0,3000.0,0.0,https://twitchtracker.com/pandroarkhanotv
Dodorexy,96.0,82.6,4234.0,8000.0,23074,67.0,27900.0,0.0,https://twitchtracker.com/dodorexy
Apugeimer,95.0,84.1,648.0,8000.0,23081,698.0,12100.0,0.0,https://twitchtracker.com/apugeimer
Lacasitadelmisterio,53.0,196.3,513.0,10400.0,23085,440.0,28300.0,0.0,https://twitchtracker.com/lacasitadelmisterio
Iitzcer0,72.0,129.3,267.0,9300.0,23103,274.0,889.0,0.0,https://twitchtracker.com/iitzcer0
Papiblast,96.0,82.6,14019.0,7900.0,23109,443.0,430000.0,2380000.0,https://twitchtracker.com/papiblast
Bg_spain_pl,18.0,671.8,2564.0,12400.0,23149,61.0,1600.0,3620000.0,https://twitchtracker.com/bg_spain_pl
Cam1lalanda,215.0,5.0,1841.0,1100.0,23166,0.0,15000.0,0.0,https://twitchtracker.com/cam1lalanda
Sandra_tv,39.0,286.5,1073.0,11100.0,23203,314.0,34700.0,433000.0,https://twitchtracker.com/sandra_tv
Chacoide,89.0,92.9,459.0,8300.0,23209,952.0,10300.0,0.0,https://twitchtracker.com/chacoide
Viejogg,75.0,119.9,262.0,9000.0,23227,904.0,2900.0,0.0,https://twitchtracker.com/viejogg
Fit1nho,151.0,31.0,21219.0,4700.0,23240,200.0,93700.0,995000.0,https://twitchtracker.com/fit1nho
Mafiosocrew,122.0,52.1,8279.0,6300.0,23254,-164.0,127000.0,1440000.0,https://twitchtracker.com/mafiosocrew
Catalinaluzzi,56.0,182.1,8529.0,10100.0,23257,799.0,27400.0,0.0,https://twitchtracker.com/catalinaluzzi
Elchoche7w7,86.0,97.1,152.0,8400.0,23259,513.0,6500.0,0.0,https://twitchtracker.com/elchoche7w7
Showme2money,73.0,124.4,224.0,9100.0,23277,281.0,1600.0,0.0,https://twitchtracker.com/showme2money
Reysbullrl_,197.0,10.3,4474.0,2000.0,23283,311.0,20400.0,0.0,https://twitchtracker.com/reysbullrl_
H678833,187.0,13.9,1318.0,2600.0,23284,36.0,4600.0,0.0,https://twitchtracker.com/h678833
Rockandpoppy,35.0,321.9,452.0,11300.0,23310,180.0,6900.0,0.0,https://twitchtracker.com/rockandpoppy
Thunderstrauss,17.0,716.4,58.0,12300.0,23322,169.0,3000.0,0.0,https://twitchtracker.com/thunderstrauss
Pakii1337,204.0,7.9,694.0,1600.0,23335,222.0,31500.0,0.0,https://twitchtracker.com/pakii1337
Piscola_tv,53.0,192.5,236.0,10200.0,23381,110.0,4600.0,0.0,https://twitchtracker.com/piscola_tv
Viciuslab,52.0,197.5,1592.0,10300.0,23383,168.0,40100.0,4820000.0,https://twitchtracker.com/viciuslab
Secriot_mcfly,147.0,32.7,4752.0,4800.0,23387,246.0,4300.0,0.0,https://twitchtracker.com/secriot_mcfly
Limonerosb,66.0,143.6,1059.0,9500.0,23404,-29300.0,20000.0,0.0,https://twitchtracker.com/limonerosb
Jvindahouse,116.0,56.4,2932.0,6500.0,23449,747.0,35100.0,0.0,https://twitchtracker.com/jvindahouse
Garmy,101.0,73.0,799.0,7400.0,23457,-2.0,45500.0,1350000.0,https://twitchtracker.com/garmy
Polocho65,105.0,68.2,601.0,7200.0,23471,-1100.0,26000.0,0.0,https://twitchtracker.com/polocho65
Mildrexiita,91.0,87.5,568.0,8000.0,23476,217.0,1300.0,0.0,https://twitchtracker.com/mildrexiita
Abuelo_fb,95.0,81.6,606.0,7700.0,23477,2100.0,91100.0,0.0,https://twitchtracker.com/abuelo_fb
Churraaaa,130.0,44.1,2055.0,5700.0,23499,20.0,43400.0,1050000.0,https://twitchtracker.com/churraaaa
Jazminvt,56.0,178.2,593.0,9900.0,23526,231.0,72700.0,0.0,https://twitchtracker.com/jazminvt
Sashistica,87.0,93.5,311.0,8200.0,23543,344.0,7300.0,0.0,https://twitchtracker.com/sashistica
Sharonwinner,120.0,52.2,1271.0,6300.0,23561,257.0,205000.0,2480000.0,https://twitchtracker.com/sharonwinner
Fantheqiqi,108.0,64.5,3477.0,6900.0,23574,96.0,21200.0,1200000.0,https://twitchtracker.com/fantheqiqi
Alf_espanol,17.0,714.9,499.0,12100.0,23577,166.0,4300.0,0.0,https://twitchtracker.com/alf_espanol
Kurtiustibia,87.0,93.1,623.0,8100.0,23611,12000.0,23000.0,0.0,https://twitchtracker.com/kurtiustibia
Armando_ouo,21.0,556.3,548.0,11900.0,23623,23.0,5900.0,0.0,https://twitchtracker.com/armando_ouo
Thegroz,129.0,44.0,806.0,5700.0,23628,445.0,35200.0,0.0,https://twitchtracker.com/thegroz
Lembo6,131.0,42.7,7415.0,5600.0,23636,-114.0,83700.0,2190000.0,https://twitchtracker.com/lembo6
Elyeyovt,53.0,189.0,73.0,10000.0,23644,91.0,351.0,0.0,https://twitchtracker.com/elyeyovt
Nachood_,61.0,156.4,142.0,9600.0,23649,-8.0,2100.0,0.0,https://twitchtracker.com/nachood_
Erunabura,204.0,6.8,907.0,1400.0,23659,72.0,10100.0,0.0,https://twitchtracker.com/erunabura
Mishigeek,171.0,18.9,2893.0,3200.0,23725,153.0,5000.0,0.0,https://twitchtracker.com/mishigeek
Silerr8,133.0,40.8,18021.0,5400.0,23727,-78.0,64200.0,2970000.0,https://twitchtracker.com/silerr8
Davidcasasm,127.0,45.2,1256.0,5700.0,23735,119.0,5200.0,0.0,https://twitchtracker.com/davidcasasm
Meguminysugato,158.0,25.0,275.0,3900.0,23765,169.0,5900.0,0.0,https://twitchtracker.com/meguminysugato
Rulombo,197.0,8.6,1299.0,1700.0,23770,-256.0,144000.0,292000.0,https://twitchtracker.com/rulombo
Daygamettv,86.0,94.1,512.0,8100.0,23779,-59.0,11500.0,0.0,https://twitchtracker.com/daygamettv
Avengersunited,112.0,58.3,260.0,6500.0,23790,720.0,5000.0,0.0,https://twitchtracker.com/avengersunited
Intercambing_,180.0,14.6,773.0,2600.0,23825,521.0,6600.0,0.0,https://twitchtracker.com/intercambing_
Sporting1905,201.0,7.2,711.0,1400.0,23826,21.0,1900.0,0.0,https://twitchtracker.com/sporting1905
Sebastian2002,147.0,30.8,1113.0,4500.0,23829,191.0,7200.0,0.0,https://twitchtracker.com/sebastian2002
Lordpedro96,143.0,33.1,1258.0,4700.0,23839,81.0,15200.0,0.0,https://twitchtracker.com/lordpedro96
Sirwaxxl,181.0,14.2,1002.0,2600.0,23850,4.0,43000.0,0.0,https://twitchtracker.com/sirwaxxl
El_profedehistoria,59.0,160.2,1706.0,9500.0,23883,53.0,2700.0,0.0,https://twitchtracker.com/el_profedehistoria
Daianacrc,131.0,41.1,1077.0,5400.0,23891,370.0,6900.0,0.0,https://twitchtracker.com/daianacrc
Yermandayz,92.0,82.5,137.0,7600.0,23904,824.0,4000.0,0.0,https://twitchtracker.com/yermandayz
Kam1esports,140.0,34.9,25235.0,4900.0,23917,118.0,64400.00000000001,1300000.0,https://twitchtracker.com/kam1esports
Auranokturna,48.0,211.1,2066.0,10100.0,23937,447.0,16000.0,0.0,https://twitchtracker.com/auranokturna
02pomyu,130.0,41.9,2394.0,5400.0,23952,488.0,8600.0,0.0,https://twitchtracker.com/02pomyu
Simplementemay,108.0,62.1,1314.0,6700.0,23966,-1900.0,8300.0,0.0,https://twitchtracker.com/simplementemay
Chilltv,152.0,27.0,8008.0,4100.0,24022,10.0,40800.0,329000.0,https://twitchtracker.com/chilltv
Xeno_wild,67.0,133.2,1683.0,9000.0,24026,15.0,11200.0,0.0,https://twitchtracker.com/xeno_wild
Laredonda1003,22.0,530.8,64.0,11600.0,24041,12.0,927.0,0.0,https://twitchtracker.com/laredonda1003
Paaulacg_,140.0,34.2,7662.0,4800.0,24052,-309.0,133000.0,0.0,https://twitchtracker.com/paaulacg_
Canal13_cl,99.0,72.3,1612.0,7100.0,24065,199.0,5700.0,0.0,https://twitchtracker.com/canal13_cl
Telecomics003,123.0,46.6,513.0,5700.0,24075,169.0,172.0,0.0,https://twitchtracker.com/telecomics003
Pipa_arg,76.0,110.9,1127.0,8400.0,24088,60.0,40400.0,1410000.0,https://twitchtracker.com/pipa_arg
Ayakazaphyr,139.0,34.6,1482.0,4800.0,24097,494.0,37900.0,0.0,https://twitchtracker.com/ayakazaphyr
Idolxcharmie,50.0,196.6,129.0,9900.0,24105,723.0,9200.0,0.0,https://twitchtracker.com/idolxcharmie
Galaisha,199.0,6.9,422.0,1400.0,24121,541.0,20000.0,0.0,https://twitchtracker.com/galaisha
Rammdrian,60.0,155.9,2074.0,9300.0,24129,31.0,6000.0,0.0,https://twitchtracker.com/rammdrian
Cyanlafurra,107.0,62.1,249.0,6600.0,24131,868.0,42100.0,0.0,https://twitchtracker.com/cyanlafurra
Elsevenn,56.0,169.2,3261.0,9500.0,24150,380.0,6200.0,0.0,https://twitchtracker.com/elsevenn
Dianneriivera,78.0,105.7,2179.0,8300.0,24178,283.0,10000.0,0.0,https://twitchtracker.com/dianneriivera
Petiitevt,103.0,66.0,230.0,6800.0,24191,422.0,27800.0,0.0,https://twitchtracker.com/petiitevt
Enticonfiotv,18.0,650.5,114.0,11700.0,24198,25.0,1200.0,0.0,https://twitchtracker.com/enticonfiotv
Johan_speak,188.0,10.2,345.0,1900.0,24212,1600.0,105000.0,0.0,https://twitchtracker.com/johan_speak
Valekahn,101.0,68.4,4631.0,6900.0,24213,110.0,26100.0,0.0,https://twitchtracker.com/valekahn
Aleeeslots,197.0,7.2,1007.0,1400.0,24215,2.0,50900.0,0.0,https://twitchtracker.com/aleeeslots
Pinkyrec,191.0,9.2,1788.0,1700.0,24238,481.0,31600.0,0.0,https://twitchtracker.com/pinkyrec
Chesskidespanol,190.0,9.4,2085.0,1800.0,24255,50.0,4200.0,1200000.0,https://twitchtracker.com/chesskidespanol
Dobbeling,27.0,410.0,321.0,11100.0,24257,676.0,4700.0,0.0,https://twitchtracker.com/dobbeling
Kingsamalive,90.0,83.9,1132.0,7500.0,24258,524.0,27600.0,0.0,https://twitchtracker.com/kingsamalive
Zermuk,60.0,154.8,2110.0,9200.0,24266,11.0,6300.0,0.0,https://twitchtracker.com/zermuk
Woshingooriginal,146.0,29.4,2455.0,4300.0,24280,490.0,73800.0,0.0,https://twitchtracker.com/woshingooriginal
Pollichris,109.0,58.4,905.0,6400.0,24315,421.0,23100.0,0.0,https://twitchtracker.com/pollichris
Chefenproceso,160.0,21.5,4081.0,3500.0,24330,2000.0,82900.0,0.0,https://twitchtracker.com/chefenproceso
Daamii_,105.0,62.8,331.0,6600.0,24334,127.0,5600.0,0.0,https://twitchtracker.com/daamii_
Zecadora,45.0,221.7,374.0,10000.0,24344,799.0,64900.00000000001,0.0,https://twitchtracker.com/zecadora
Kiannyvv,119.0,48.6,804.0,5800.0,24345,1500.0,39300.0,0.0,https://twitchtracker.com/kiannyvv
Siempre_neey,152.0,25.6,1668.0,3900.0,24350,135.0,46200.0,499000.0,https://twitchtracker.com/siempre_neey
Se1ya,178.0,13.5,1799.0,2400.0,24365,10.0,63200.0,1370000.0,https://twitchtracker.com/se1ya
Beogamer,93.0,78.6,1268.0,7300.0,24366,-9000.0,18800.0,0.0,https://twitchtracker.com/beogamer
Lukwer,56.0,169.1,2959.0,9400.0,24367,118.0,101000.0,4660000.0,https://twitchtracker.com/lukwer
Mery_soldier,82.0,95.8,19838.0,7900.0,24370,-2300.0,377000.0,11700000.0,https://twitchtracker.com/mery_soldier
Donchirola,167.0,18.0,288.0,3000.0,24395,144.0,9200.0,0.0,https://twitchtracker.com/donchirola
Soupadopas,145.0,29.3,511.0,4300.0,24398,2300.0,15000.0,0.0,https://twitchtracker.com/soupadopas
Redfalkor,85.0,90.2,2996.0,7700.0,24405,38.0,7000.0,0.0,https://twitchtracker.com/redfalkor
Huasopeek,145.0,29.3,2656.0,4200.0,24418,404.0,22100.0,0.0,https://twitchtracker.com/huasopeek
Jankorg,113.0,53.7,253.0,6100.0,24435,20.0,290.0,0.0,https://twitchtracker.com/jankorg
Keri_ikehana,60.0,152.2,194.0,9100.0,24468,828.0,4800.0,0.0,https://twitchtracker.com/keri_ikehana
Yosoyl3yend4,16.0,715.6,136.0,11600.0,24547,222.0,324.0,0.0,https://twitchtracker.com/yosoyl3yend4
Siralbertrd,52.0,183.3,350.0,9500.0,24552,44.0,686.0,0.0,https://twitchtracker.com/siralbertrd
Katynwn,70.0,120.6,790.0,8500.0,24567,259.0,45300.0,346000.0,https://twitchtracker.com/katynwn
Misveltre,59.0,153.4,186.0,9100.0,24583,92.0,677.0,0.0,https://twitchtracker.com/misveltre
Denpride,73.0,112.7,3235.0,8300.0,24605,98.0,19800.0,0.0,https://twitchtracker.com/denpride
Tomasinii_,158.0,21.4,316.0,3400.0,24611,4100.0,17200.0,0.0,https://twitchtracker.com/tomasinii_
Seba_oliveras,113.0,52.7,1069.0,6000.0,24612,9.0,13500.0,0.0,https://twitchtracker.com/seba_oliveras
Xoxy_g,41.0,244.6,453.0,10100.0,24621,20.0,1100.0,0.0,https://twitchtracker.com/xoxy_g
Katth,126.0,41.5,9108.0,5200.0,24637,-199.0,236000.0,13300000.0,https://twitchtracker.com/katth
Raptorgamesxd1,85.0,89.3,695.0,7500.0,24646,219.0,30100.0,0.0,https://twitchtracker.com/raptorgamesxd1
Elextraordinariojonathan,120.0,46.3,1304.0,5500.0,24661,-3300.0,18200.0,0.0,https://twitchtracker.com/elextraordinariojonathan
Peliculas_888,28.0,381.7,363.0,10800.0,24664,-39.0,4600.0,0.0,https://twitchtracker.com/peliculas_888
Yuffie,119.0,46.9,6708.0,5600.0,24672,28.0,19400.0,1100000.0,https://twitchtracker.com/yuffie
Rankaise,113.0,52.4,645.0,5900.0,24680,264.0,23200.0,0.0,https://twitchtracker.com/rankaise
Mol2u,85.0,88.8,248.0,7500.0,24684,29.0,245.0,0.0,https://twitchtracker.com/mol2u
Edyssey,98.0,69.0,123.0,6800.0,24686,403.0,2500.0,0.0,https://twitchtracker.com/edyssey
3djuegos,170.0,15.6,5742.0,2600.0,24699,25.0,5100.0,0.0,https://twitchtracker.com/3djuegos
Peliculasdragon,61.0,146.5,326.0,8900.0,24710,666.0,1200.0,0.0,https://twitchtracker.com/peliculasdragon
Wuoffisr,85.0,88.1,108.0,7500.0,24717,191.0,1300.0,0.0,https://twitchtracker.com/wuoffisr
Yi_guapo,139.0,31.8,448.0,4400.0,24729,74.0,1800.0,0.0,https://twitchtracker.com/yi_guapo
Lossimpsons015,122.0,44.0,274.0,5400.0,24734,58.0,58.0,0.0,https://twitchtracker.com/lossimpsons015
Natsuki_family,65.0,132.1,1360.0,8600.0,24756,181.0,4200.0,0.0,https://twitchtracker.com/natsuki_family
아이리세계,103.0,62.3,2539.0,6400.0,24761,175.0,18300.0,0.0,https://twitchtracker.com/choiairi
Supelpr,55.0,166.5,1651.0,9200.0,24772,500.0,161000.0,0.0,https://twitchtracker.com/supelpr
Estacionzafiro,18.0,634.0,80.0,11300.0,24791,41.0,238.0,0.0,https://twitchtracker.com/estacionzafiro
Alondrissareaccion,25.0,431.2,164.0,10900.0,24841,9100.0,10600.0,0.0,https://twitchtracker.com/alondrissareaccion
Pelaoanestesia,91.0,77.4,8553.0,7100.0,24890,52.0,6800.0,0.0,https://twitchtracker.com/pelaoanestesia
Sofiiaavt,54.0,170.7,75.0,9200.0,24908,36.0,255.0,0.0,https://twitchtracker.com/sofiiaavt
Kingimpaaact_,61.0,144.2,492.0,8800.0,24910,226.0,20100.0,0.0,https://twitchtracker.com/kingimpaaact_
Shinigamir_12,24.0,449.4,86.0,10900.0,24915,457.0,519.0,0.0,https://twitchtracker.com/shinigamir_12
Raudex23,123.0,42.3,2804.0,5200.0,24925,-20400.0,24300.0,0.0,https://twitchtracker.com/raudex23
Thedarack,88.0,82.6,271.0,7200.0,24926,710.0,974.0,0.0,https://twitchtracker.com/thedarack
Tronkoficial,154.0,22.2,521.0,3400.0,24931,676.0,7400.0,0.0,https://twitchtracker.com/tronkoficial
Ignars2,128.0,38.4,4547.0,4900.0,24953,215.0,22000.0,0.0,https://twitchtracker.com/ignars2
Eduiy16,92.0,75.9,4298.0,7000.0,24956,235.0,28900.0,0.0,https://twitchtracker.com/eduiy16
Ceuvebrokenheart,195.0,5.5,1158.0,1100.0,24961,673.0,28000.0,0.0,https://twitchtracker.com/ceuvebrokenheart
Luci_chapman,56.0,161.8,755.0,9000.0,24962,468.0,13500.0,0.0,https://twitchtracker.com/luci_chapman
Giosama2,183.0,9.6,3387.0,1800.0,24964,52.0,21400.0,502000.0,https://twitchtracker.com/giosama2
Nachannel1,158.0,20.1,2784.0,3200.0,24980,196.0,2700.0,0.0,https://twitchtracker.com/nachannel1
Lucianolx29,149.0,24.8,176.0,3700.0,24996,131.0,1700.0,0.0,https://twitchtracker.com/lucianolx29
Ismanuplay,130.0,36.5,4870.0,4800.0,25017,3000.0,191000.0,0.0,https://twitchtracker.com/ismanuplay
Topmanias10,188.0,7.6,1241.0,1400.0,25040,62.0,83000.0,0.0,https://twitchtracker.com/topmanias10
Homerofbi,69.0,120.1,168.0,8200.0,25056,137.0,195.0,0.0,https://twitchtracker.com/homerofbi
Joshimalo,152.0,22.8,704.0,3500.0,25057,-157.0,2100.0,0.0,https://twitchtracker.com/joshimalo
Mjdark_angel,154.0,21.7,1234.0,3300.0,25080,1100.0,1700.0,0.0,https://twitchtracker.com/mjdark_angel
Elmohikano_,124.0,40.9,1631.0,5100.0,25090,2600.0,2600.0,0.0,https://twitchtracker.com/elmohikano_
Kit_zen,49.0,189.4,1590.0,9300.0,25102,192.0,23600.0,0.0,https://twitchtracker.com/kit_zen
Lecherofett,146.0,26.0,1002.0,3800.0,25106,221.0,40300.0,405000.0,https://twitchtracker.com/lecherofett
Isnedd,131.0,35.4,592.0,4600.0,25150,1000.0,17400.0,0.0,https://twitchtracker.com/isnedd
Aris_sinpausa,20.0,548.2,64.0,11000.0,25153,-156.0,7000.0,0.0,https://twitchtracker.com/aris_sinpausa
La_greis,89.0,79.1,4209.0,7000.0,25168,70.0,45300.0,0.0,https://twitchtracker.com/la_greis
Veronabeux,93.0,73.2,2175.0,6800.0,25174,210.0,17500.0,0.0,https://twitchtracker.com/veronabeux
Shokyo00,131.0,35.4,194.0,4600.0,25175,785.0,5900.0,0.0,https://twitchtracker.com/shokyo00
Hilaryartv,43.0,221.9,157.0,9600.0,25180,469.0,563.0,0.0,https://twitchtracker.com/hilaryartv
Nektagg,69.0,118.6,2449.0,8200.0,25192,217.0,30800.0,1800000.0,https://twitchtracker.com/nektagg
Yiyou8,185.0,8.1,976.0,1500.0,25202,-9.0,11400.0,0.0,https://twitchtracker.com/yiyou8
Tierwulfx,158.0,19.3,5565.0,3000.0,25203,-30.0,44100.0,1180000.0,https://twitchtracker.com/tierwulfx
Arlender21,141.0,28.6,330.0,4000.0,25213,1100.0,7500.0,0.0,https://twitchtracker.com/arlender21
Quahooggigiri,87.0,81.4,280.0,7100.0,25248,275.0,380.0,0.0,https://twitchtracker.com/quahooggigiri
Vreksho,127.0,37.6,588.0,4800.0,25249,0.0,1300.0,0.0,https://twitchtracker.com/vreksho
Nnehuen,93.0,72.2,505.0,6700.0,25252,236.0,5700.0,0.0,https://twitchtracker.com/nnehuen
Trakassinn,61.0,140.4,9335.0,8600.0,25255,-56.0,54700.0,6220000.0,https://twitchtracker.com/trakassinn
Tonny7,102.0,60.6,440.0,6200.0,25297,1500.0,3900.0,0.0,https://twitchtracker.com/tonny7
Usausadoremates,162.0,17.0,563.0,2800.0,25300,6.0,340.0,0.0,https://twitchtracker.com/usausadoremates
Anerius16,67.0,121.6,208.0,8200.0,25308,426.0,13600.0,0.0,https://twitchtracker.com/anerius16
Yiizelda,45.0,212.3,162.0,9500.0,25317,246.0,12400.0,0.0,https://twitchtracker.com/yiizelda
Milimansiilla,136.0,31.1,11520.0,4200.0,25328,-278.0,447000.0,3880000.0,https://twitchtracker.com/milimansiilla
Elbarcoth,91.0,75.1,2202.0,6800.0,25338,83.0,6900.0,0.0,https://twitchtracker.com/elbarcoth
Elapalancao,39.0,249.7,341.0,9800.0,25347,237.0,4000.0,0.0,https://twitchtracker.com/elapalancao
Psikonuevemil,64.0,129.6,440.0,8300.0,25348,24.0,6300.0,0.0,https://twitchtracker.com/psikonuevemil
Shinon_sy,169.0,13.8,479.0,2300.0,25349,474.0,50800.0,0.0,https://twitchtracker.com/shinon_sy
Fzst_,124.0,39.4,1617.0,4900.0,25395,492.0,62800.0,0.0,https://twitchtracker.com/fzst_
Merchi_vt,179.0,9.7,399.0,1700.0,25398,2300.0,8600.0,0.0,https://twitchtracker.com/merchi_vt
Tori_gamer_py,60.0,143.4,309.0,8500.0,25402,82.0,23100.0,0.0,https://twitchtracker.com/tori_gamer_py
Margemaxhd,117.0,45.2,610.0,5300.0,25405,138.0,140.0,0.0,https://twitchtracker.com/margemaxhd
Arenitaxxx,79.0,93.9,3222.0,7500.0,25413,1500.0,107000.0,0.0,https://twitchtracker.com/arenitaxxx
Quoarine_oficial,84.0,85.6,6172.0,7200.0,25417,3.0,14200.0,743000.0,https://twitchtracker.com/quoarine_oficial
Xxvampixx07,119.0,43.0,4384.0,5100.0,25451,154.0,6400.0,0.0,https://twitchtracker.com/xxvampixx07
Bet_miau,89.0,77.4,2047.0,6900.0,25464,53.0,77300.0,1780000.0,https://twitchtracker.com/bet_miau
Schnauzer_hoff,76.0,100.2,467.0,7600.0,25466,49.0,4400.0,0.0,https://twitchtracker.com/schnauzer_hoff
Rincontft,130.0,34.6,1611.0,4500.0,25468,63.0,3700.0,0.0,https://twitchtracker.com/rincontft
Zebazpvd,132.0,33.1,1559.0,4400.0,25483,445.0,59200.0,0.0,https://twitchtracker.com/zebazpvd
Cattashaa,82.0,87.7,995.0,7200.0,25486,106.0,8300.0,0.0,https://twitchtracker.com/cattashaa
Soymistergamer,93.0,70.8,5055.0,6600.0,25487,118.0,40500.0,0.0,https://twitchtracker.com/soymistergamer
Notmarianalogic,144.0,25.6,389.0,3700.0,25493,822.0,1400.0,0.0,https://twitchtracker.com/notmarianalogic
Angelalujuria,168.0,13.7,196.0,2300.0,25496,4.0,23700.0,0.0,https://twitchtracker.com/angelalujuria
Zonasimpsons,120.0,42.0,441.0,5000.0,25537,206.0,211.0,0.0,https://twitchtracker.com/zonasimpsons
Otakunopowerstream,15.0,718.5,56.0,11000.0,25558,95.0,627.0,0.0,https://twitchtracker.com/otakunopowerstream
Toxiicquiin,88.0,77.9,760.0,6800.0,25559,34.0,363.0,0.0,https://twitchtracker.com/toxiicquiin
Yoshi825,122.0,40.1,1603.0,4900.0,25563,991.0,43400.0,0.0,https://twitchtracker.com/yoshi825
Marktin,60.0,140.6,292.0,8500.0,25565,83.0,1300.0,0.0,https://twitchtracker.com/marktin
Yisus86,28.0,364.9,89.0,10300.0,25581,37.0,1900.0,0.0,https://twitchtracker.com/yisus86
Yapurameri,160.0,17.0,3979.0,2700.0,25596,110.0,110000.0,1120000.0,https://twitchtracker.com/yapurameri
Rheckyem,167.0,13.7,498.0,2300.0,25610,186.0,3900.0,0.0,https://twitchtracker.com/rheckyem
Raulderp7,118.0,43.4,3693.0,5100.0,25612,71.0,36300.0,471000.0,https://twitchtracker.com/raulderp7
